"hcpcs_code","hcpcs_description","ccs_code","ccs_desc"
"12011","Repair of wound (2.5 centimeters or less) of the face, ears, eyelids, nose, lips, or mouth",171,"Suture of skin and subcutaneous tissue"
"12013","Repair of wound (2.6 to 5.0 centimeters) of the face, ears, eyelids, nose, lips, or mouth",171,"Suture of skin and subcutaneous tissue"
"12014","Repair of wound (5.1 to 7.5 centimeters) of the face, ears, eyelids, nose, lips, or mouth",171,"Suture of skin and subcutaneous tissue"
"12020","Repair of separation of wound closure",171,"Suture of skin and subcutaneous tissue"
"12021","Repair of separation of wound closure with insertion of packing",171,"Suture of skin and subcutaneous tissue"
"12031","Repair of wound (2.5 centimeters or less) of the scalp, underarms, trunk, arms, or legs",171,"Suture of skin and subcutaneous tissue"
"12032","Repair of wound (2.6 to 7.5 centimeters) of the scalp, underarms, trunk, arms, or legs",171,"Suture of skin and subcutaneous tissue"
"12034","Repair of wound (7.6 to 12.5 centimeters) of the scalp, underarms, trunk, arms, or legs",171,"Suture of skin and subcutaneous tissue"
"12035","Repair of wound (12.6 centimeters to 20.0 centimeters) of the scalp, underarms, trunk, arms, or legs",171,"Suture of skin and subcutaneous tissue"
"12036","Repair of wound (20.1 to 30.0 centimeters) of the scalp, underarms, trunk, arms, or legs",171,"Suture of skin and subcutaneous tissue"
"12037","Repair of wound (over 30.0 centimeters) of the scalp, underarms, trunk, arms, or legs",171,"Suture of skin and subcutaneous tissue"
"12041","Repair of wound (2.5 centimeters or less) of neck, hands, feet, or genitals",171,"Suture of skin and subcutaneous tissue"
"12042","Repair of wound (2.6 centimeters to 7.5 centimeters) of neck, hands, feet, or genitals",171,"Suture of skin and subcutaneous tissue"
"12051","Repair of wound (2.5 centimeters or less) of face, ears, eyelids, nose, lips, or mouth",171,"Suture of skin and subcutaneous tissue"
"12052","Repair of wound (2.6 centimeters to 5.0 centimeters) of face, ears, eyelids, nose, lips, or mouth",171,"Suture of skin and subcutaneous tissue"
"12053","Repair of wound (5.1 centimeters to 7.5 centimeters) of face, ears, eyelids, nose, lips, or mouth",171,"Suture of skin and subcutaneous tissue"
"12054","Repair of wound (7.6 centimeters to 12.5 centimeters) of face, ears, eyelids, nose, lips, or mouth",171,"Suture of skin and subcutaneous tissue"
"12055","Repair of wound (12.6 centimeters to 20.0 centimeters) of face, ears, eyelids, nose, lips, or mouth",171,"Suture of skin and subcutaneous tissue"
"12057","Repair of wound (over 30.0 centimeters) of face, ears, eyelids, nose, lips, or mouth",171,"Suture of skin and subcutaneous tissue"
"13100","Repair of wound (1.1 centimeters to 2.5 centimeters) of trunk",171,"Suture of skin and subcutaneous tissue"
"13101","Repair of wound (2.6 centimeters to 7.5 centimeters) of trunk",171,"Suture of skin and subcutaneous tissue"
"13102","Repair of wound (5 centimeters or less) of trunk",171,"Suture of skin and subcutaneous tissue"
"13120","Repair of wound (1.1 centimeters to 2.5 centimeters) of scalp, arms, or legs",171,"Suture of skin and subcutaneous tissue"
"13121","Repair of wound (2.6 centimeters to 7.5 centimeters) of scalp, arms, or legs",171,"Suture of skin and subcutaneous tissue"
"13122","Repair of wound (5 centimeters or less) of scalp, arms, or legs",171,"Suture of skin and subcutaneous tissue"
"13131","Repair of wound (1.1 centimeters to 2.5 centimeters) of forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, or feet",171,"Suture of skin and subcutaneous tissue"
"13132","Repair of wound (2.6 centimeters to 7.5 centimeters) of forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, or feet",171,"Suture of skin and subcutaneous tissue"
"13133","Repair of wound (5 centimeters) of forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, or feet",171,"Suture of skin and subcutaneous tissue"
"13150","Repair of wound (1.0 centimeters or less) of eyelids, nose, ears, or lips",19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
"13151","Repair of wound (1.1 centimeters to 2.5 centimeters) of eyelids, nose, ears, or lips",19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
"13152","Repair of wound (2.6 centimeters to 7.5 centimeters) of eyelids, nose, ears, or lips",19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
"13153","Repair of wound (5 centimeters or less) of eyelids, nose, ears, or lips",19,"Other therapeutic procedures on eyelids, conjunctiva, cornea"
"13160","Second repair of surgical wound",171,"Suture of skin and subcutaneous tissue"
"14000","Tissue transfer repair of wound (10 sq centimeters or less) of the trunk",172,"Skin graft"
"14001","Tissue transfer repair of wound (10.1 sq centimeters to 30.0 sq centimeters) of the trunk",172,"Skin graft"
"14020","Tissue transfer repair of wound (10 sq centimeters or less) of the scalp, arms, or legs",172,"Skin graft"
"14021","Tissue transfer repair of wound (10.1 sq centimeters to 30.0 sq centimeters) of the scalp, arms, or legs",172,"Skin graft"
"14040","Tissue transfer repair of wound (10 sq centimeters or less) of the forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, or feet",172,"Skin graft"
"14041","Tissue transfer repair of wound (10.1 sq centimeters to 30.0 sq centimeters) of the forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, and/or feet",172,"Skin graft"
"14060","Tissue transfer repair of wound (10 sq centimeters or less) of eyelids, nose, ears, or lips",172,"Skin graft"
"14061","Tissue transfer repair of wound (10.1 sq centimeters to 30.0 sq centimeters) of eyelids, nose, ears, or lips",172,"Skin graft"
"14301","Tissue transfer repair of wound (30.1 sq centimeters to 60.0 sq centimeters)",172,"Skin graft"
"14302","Tissue transfer repair of wound (30.0 sq centimeters)",172,"Skin graft"
"14350","Repair of tissue loss of finger or toe",172,"Skin graft"
"15002","Preparation of graft site at trunk, arms, or legs (first 100 sq cm or 1% body area infants and children)",172,"Skin graft"
"15003","Preparation of graft site at trunk, arms, or legs (each additional 100 sq cm, or part thereof, or each additional 1% body area of infants and children)",172,"Skin graft"
"15004","Preparation of graft site of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, multiple fingers or toes (first 100 sq cm or 1% body area of infants and children)",172,"Skin graft"
"15005","Preparation of graft site of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, multiple fingers or toes (each additional 100 sq cm, or part thereof, or 1% body area of infants and children)",172,"Skin graft"
"15040","Relocation of skin (100 sq cm or less) for tissue cultured graft",172,"Skin graft"
"15050","Skin graft (2 centimeters) to tip of finger or toe",172,"Skin graft"
"15100","Skin graft at trunk, arms, or legs (first 100 sq cm or less, or 1% body are of infants and children)",172,"Skin graft"
"15101","Skin graft at trunk, arms, or legs (each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof)",172,"Skin graft"
"15110","Skin graft at trunk, arms, or legs (first 100 sq cm or less, or 1% body area of infants and children)",172,"Skin graft"
"15115","Skin graft of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes (first 100 sq cm or less, or 1% body area of infants and children)",172,"Skin graft"
"15120","Skin graft of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes (first 100 sq cm or less, or 1% body area of infants and children)",172,"Skin graft"
"15121","Skin graft of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, or multiple fingers or toes (each additional 100 sq cm, or each additional 1% of body area of infants and children, or part thereof)",172,"Skin graft"
"15135","Skin graft of face, scalp, eyelids, mouth, neck, ears, eye region, genitals, hands, feet, and/or multiple fingers or toes (first 100 sq cm or less, or 1% body area of infants and children)",172,"Skin graft"
"15150","Skin graft at trunk, arms, or legs (first 25 sq centimeters or less)",172,"Skin graft"
"15200","Relocation of patient skin (20 sq centimeters or less) to trunk",172,"Skin graft"
"15220","Relocation of patient skin (20 sq centimeters or less) to scalp, arms, or legs",172,"Skin graft"
"15221","Relocation of patient skin to scalp, arms, and/or legs (each additional 20 sq cm, or part thereof)",172,"Skin graft"
"15240","Relocation of patient skin to forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, or feet (20 sq centimeters or less)",172,"Skin graft"
"15241","Relocation of patient skin to forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, and/or feet (each additional 20 sq cm, or part thereof)",172,"Skin graft"
"15260","Relocation of patient skin to nose, ears, eyelids, and/or lips (20 sq centimeters or less)",172,"Skin graft"
"15261","Relocation of patient skin to nose, ears, eyelids, and/or lips (each additional 20 sq cm, or part thereof)",172,"Skin graft"
"15271","Application of skin substitute (wound surface up to 100 sq cm) to trunk, arms, legs (first 25 sq cm or less)",172,"Skin graft"
"15272","Application of skin substitute (wound surface up to 100 sq cm) to trunk, arms, legs (each additional 25 sq cm or part thereof)",172,"Skin graft"
"15273","Application of skin substitute (wound surface greater or equal to 100 sq cm) to trunk, arms, legs (first 100 sq cm or 1% body area of infants and children)",172,"Skin graft"
"15274","Application of skin substitute (wound surface greater or equal to 100 sq cm) to trunk, arms, legs (each additional 100 sq cm or 1% body area of infants and children, or part thereof)",172,"Skin graft"
"15275","Application of skin substitute (wound surface up to 100 sq cm) to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet and/or multiple digits (first 25 sq cm or less)",172,"Skin graft"
"15276","Application of skin substitute (wound surface up to 100 sq cm) to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, multiple digits (each additional 25 sq cm or part thereof)",172,"Skin graft"
"15277","Application of skin substitute (wound surface great than or equal to 100 sq cm) to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, multiple digits (first 100 sq cm or 1% body area of infants and children)",172,"Skin graft"
"15278","Application of skin substitute (wound surface great than or equal to 100 sq cm) to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, multiple digits (each additional 100 sq cm or 1% body area of infants and children, or part thereof",172,"Skin graft"
"15570","Creation of flap graft to trunk",172,"Skin graft"
"15572","Creation of flap graft to scalp, arms, or legs",172,"Skin graft"
"15574","Creation of flap graft to forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, or feet",172,"Skin graft"
"15576","Creation of flap graft to eyelids, nose, ears, lips, or mouth",172,"Skin graft"
"15600","Transfer of skin flap to trunk",172,"Skin graft"
"15620","Transfer of skin flap to forehead, cheeks, chin, neck, underarms, genitals, hands, or feet",172,"Skin graft"
"15630","Transfer of skin flap to eyelids, nose, ears, or lips",172,"Skin graft"
"15650","Transfer of skin flap",172,"Skin graft"
"15731","Creation of flap graft to nose, forehead, temple, or scalp",172,"Skin graft"
"15732","Muscle flap wound repair at head and neck",172,"Skin graft"
"15734","Muscle flap wound repair at trunk",172,"Skin graft"
"15736","Muscle flap wound repair of arm",172,"Skin graft"
"15738","Muscle flap wound repair of leg",172,"Skin graft"
"15740","Creation of skin and tissue graft",175,"Other OR therapeutic procedures on skin and breast"
"15750","Creation of nerve and blood vessel skin graft",9,"Other OR therapeutic nervous system procedures"
"15756","Creation of muscle and blood vessel skin graft",172,"Skin graft"
"15757","Creation of muscle and blood vessel skin graft",172,"Skin graft"
"15758","Creation of muscle and blood vessel skin graft",172,"Skin graft"
"15760","Creation of multiple tissue skin graft",172,"Skin graft"
"15770","Creation of skin, fat and muscle graft",172,"Skin graft"
"15777","Implantation of biologic implant to soft tissue",175,"Other OR therapeutic procedures on skin and breast"
